                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.22416,                 0.1811,                0.89119,                0.99736,                      1,                  0.995,                  0.995,                0.16494,                0.16751,                0.62841,              0.0013704,              0.0013704,              0.0013704
                    161,                0.23052,                 0.1858,                0.90048,                0.99744,                      1,                  0.995,                  0.995,                0.15351,                0.24375,                0.60579,              0.0013664,              0.0013664,              0.0013664
                    162,                 0.2369,                0.18405,                 0.8957,                0.99748,                      1,                  0.995,                  0.995,                0.13223,                0.19178,                0.59823,              0.0013624,              0.0013624,              0.0013624
                    163,                0.22381,                0.17508,                 0.8861,                0.99742,                      1,                  0.995,                  0.995,                 0.1023,                0.18542,                0.56371,              0.0013585,              0.0013585,              0.0013585
                    164,                0.21638,                0.16787,                0.89714,                0.99752,                      1,                  0.995,                  0.995,                0.13084,                 0.1291,                0.59329,              0.0013545,              0.0013545,              0.0013545
                    165,                0.22709,                0.17562,                0.89259,                0.99757,                      1,                  0.995,                  0.995,                0.13685,                0.13489,                 0.6057,              0.0013506,              0.0013506,              0.0013506
                    166,                0.22569,                0.17542,                  0.894,                0.99755,                      1,                  0.995,                  0.995,                0.12551,                0.11919,                0.57229,              0.0013466,              0.0013466,              0.0013466
                    167,                0.21642,                0.17025,                 0.8915,                0.99752,                      1,                  0.995,                  0.995,                0.17888,                0.15563,                0.61209,              0.0013426,              0.0013426,              0.0013426
                    168,                0.21419,                0.17204,                0.89554,                 0.9976,                      1,                  0.995,                  0.995,                0.16082,                0.13128,                0.59475,              0.0013387,              0.0013387,              0.0013387
                    169,                0.21535,                0.17255,                0.88819,                0.99755,                      1,                  0.995,                  0.995,                0.12619,                 0.1172,                0.57566,              0.0013347,              0.0013347,              0.0013347
                    170,                0.20714,                0.16352,                0.88819,                0.99738,                      1,                  0.995,                  0.995,                0.12966,                0.13771,                0.56748,              0.0013308,              0.0013308,              0.0013308
                    171,                0.22472,                0.18001,                0.89365,                0.99722,                      1,                  0.995,                  0.995,                0.13217,                0.17943,                0.56917,              0.0013268,              0.0013268,              0.0013268
                    172,                0.21642,                0.17123,                0.89255,                0.99352,                      1,                  0.995,                  0.995,                0.16301,                0.46438,                0.59502,              0.0013228,              0.0013228,              0.0013228
                    173,                0.22151,                 0.1792,                0.88876,                0.99746,                      1,                  0.995,                  0.995,                0.16238,                 0.1473,                0.59162,              0.0013189,              0.0013189,              0.0013189
                    174,                0.22958,                0.17508,                0.89972,                0.99753,                      1,                  0.995,                  0.995,                0.09492,                0.08589,                0.54627,              0.0013149,              0.0013149,              0.0013149
                    175,                0.21288,                0.17498,                0.89082,                0.99692,                      1,                  0.995,                  0.995,                0.10802,                0.12971,                0.55542,               0.001311,               0.001311,               0.001311
                    176,                0.20461,                0.16357,                 0.8865,                0.99755,                      1,                  0.995,                  0.995,                0.14848,                0.16013,                 0.6013,               0.001307,               0.001307,               0.001307
                    177,                0.21876,                0.17299,                0.88678,                 0.9975,                      1,                  0.995,                  0.995,                0.10644,                0.11596,                 0.5607,               0.001303,               0.001303,               0.001303
                    178,                0.20483,                0.16502,                0.88901,                0.99759,                      1,                  0.995,                  0.995,                0.12306,                0.10947,                 0.5658,              0.0012991,              0.0012991,              0.0012991
                    179,                0.22104,                0.18209,                 0.8841,                 0.9976,                      1,                  0.995,                  0.995,                 0.1429,                 0.1187,                 0.5791,              0.0012951,              0.0012951,              0.0012951
                    180,                0.21385,                0.16963,                0.88867,                0.99743,                      1,                  0.995,                  0.995,                0.14016,                0.14647,                0.58646,              0.0012912,              0.0012912,              0.0012912
                    181,                0.22656,                0.18271,                 0.8984,                0.99744,                      1,                  0.995,                  0.995,                0.16103,                0.20618,                0.61561,              0.0012872,              0.0012872,              0.0012872
                    182,                0.22402,                0.17536,                0.89332,                0.99725,                      1,                  0.995,                  0.995,                0.17941,                0.21775,                 0.6315,              0.0012832,              0.0012832,              0.0012832
                    183,                0.23721,                0.19076,                0.89797,                 0.9975,                      1,                  0.995,                  0.995,                0.15997,                0.21551,                 0.6117,              0.0012793,              0.0012793,              0.0012793
                    184,                0.22922,                0.17377,                 0.8846,                0.99529,                      1,                  0.995,                  0.995,                0.11458,                0.25006,                0.57391,              0.0012753,              0.0012753,              0.0012753
                    185,                0.22767,                0.17652,                0.89091,                0.99486,                      1,                  0.995,                  0.995,                 0.0998,                0.31369,                0.56665,              0.0012714,              0.0012714,              0.0012714
                    186,                0.22765,                0.18738,                0.88997,                0.99751,                      1,                  0.995,                  0.995,                0.12307,                0.15217,                0.57171,              0.0012674,              0.0012674,              0.0012674
                    187,                0.22108,                0.18053,                0.89442,                0.99749,                      1,                  0.995,                  0.995,                0.10766,                0.20391,                0.56084,              0.0012634,              0.0012634,              0.0012634
                    188,                0.20979,                0.17505,                0.89303,                0.99755,                      1,                  0.995,                  0.995,                0.15505,                0.25804,                0.64705,              0.0012595,              0.0012595,              0.0012595
                    189,                0.21907,                0.17527,                0.89767,                0.99551,                      1,                  0.995,                  0.995,                0.17161,                 0.6107,                 0.6181,              0.0012555,              0.0012555,              0.0012555
                    190,                0.22263,                0.17574,                0.88914,                0.99739,                      1,                  0.995,                  0.995,                0.17885,                0.16564,                0.62182,              0.0012516,              0.0012516,              0.0012516
                    191,                0.21442,                0.17423,                0.89796,                0.96881,                      1,                  0.995,                0.98407,                0.15957,                0.23227,                0.58453,              0.0012476,              0.0012476,              0.0012476
                    192,                0.22061,                0.17584,                0.90215,                0.99728,                      1,                  0.995,                  0.995,                0.12463,                0.11093,                0.58567,              0.0012436,              0.0012436,              0.0012436
                    193,                0.21982,                0.17114,                0.89754,                0.99742,                      1,                  0.995,                  0.995,                0.11073,                0.11498,                0.57552,              0.0012397,              0.0012397,              0.0012397
                    194,                0.21048,                0.16389,                0.90132,                0.99739,                      1,                  0.995,                  0.995,                0.13138,                0.10301,                0.56962,              0.0012357,              0.0012357,              0.0012357
                    195,                0.21335,                0.16721,                0.89304,                0.99744,                      1,                  0.995,                  0.995,                0.11118,                0.23005,                 0.5597,              0.0012318,              0.0012318,              0.0012318
                    196,                0.21817,                0.17289,                0.89601,                0.99692,                      1,                  0.995,                  0.995,                 0.1248,                0.44815,                0.57173,              0.0012278,              0.0012278,              0.0012278
                    197,                0.21503,                0.16422,                 0.8973,                0.99705,                      1,                  0.995,                  0.995,                0.12543,                0.34385,                0.56796,              0.0012238,              0.0012238,              0.0012238
                    198,                0.20687,                0.16843,                0.88757,                0.99748,                      1,                  0.995,                  0.995,                 0.1307,                0.17494,                0.56976,              0.0012199,              0.0012199,              0.0012199
                    199,                0.20611,                0.16393,                0.88329,                0.99754,                      1,                  0.995,                  0.995,                0.11928,                0.15549,                0.57174,              0.0012159,              0.0012159,              0.0012159
                    200,                0.20632,                0.15962,                0.89394,                0.99707,                      1,                  0.995,                  0.995,                0.15327,                0.20026,                0.59321,               0.001212,               0.001212,               0.001212
                    201,                0.20853,                0.16452,                0.88604,                0.99357,                      1,                  0.995,                  0.995,                0.13843,                0.53675,                0.58357,               0.001208,               0.001208,               0.001208
                    202,                 0.2241,                0.17565,                0.88737,                0.99683,                      1,                  0.995,                  0.995,                0.12933,                0.15556,                0.57354,               0.001204,               0.001204,               0.001204
                    203,                 0.1983,                0.15863,                0.88013,                0.99731,                      1,                  0.995,                  0.995,                0.11835,                0.16085,                0.57442,              0.0012001,              0.0012001,              0.0012001
                    204,                0.22059,                 0.1706,                 0.8875,                0.99731,                      1,                  0.995,                  0.995,                0.13423,                0.13375,                0.58202,              0.0011961,              0.0011961,              0.0011961
                    205,                0.21075,                0.15958,                 0.8917,                0.99742,                      1,                  0.995,                  0.995,                0.09392,                 0.0915,                0.54351,              0.0011922,              0.0011922,              0.0011922
                    206,                0.20751,                0.15994,                0.88639,                0.99758,                      1,                  0.995,                  0.995,                 0.1263,                0.10976,                 0.5669,              0.0011882,              0.0011882,              0.0011882
                    207,                0.20694,                0.16245,                0.88152,                0.99761,                      1,                  0.995,                  0.995,                0.10757,                 0.0995,                0.54931,              0.0011842,              0.0011842,              0.0011842
                    208,                0.19821,                0.16266,                0.88377,                0.99757,                      1,                  0.995,                  0.995,                0.09779,                0.10887,                0.55776,              0.0011803,              0.0011803,              0.0011803
                    209,                0.19219,                0.15021,                0.88483,                0.99748,                      1,                  0.995,                  0.995,                0.09382,                0.13316,                0.55507,              0.0011763,              0.0011763,              0.0011763
                    210,                0.20954,                0.16567,                 0.8856,                0.99753,                      1,                  0.995,                  0.995,                0.11795,                0.11734,                0.56348,              0.0011724,              0.0011724,              0.0011724
                    211,                0.22245,                0.17666,                 0.8948,                 0.9975,                      1,                  0.995,                  0.995,                0.12908,                0.13213,                0.57637,              0.0011684,              0.0011684,              0.0011684
                    212,                0.19909,                0.15498,                0.89338,                0.99752,                      1,                  0.995,                  0.995,                 0.1198,                0.11558,                 0.5681,              0.0011644,              0.0011644,              0.0011644
                    213,                0.20934,                0.16554,                0.89386,                0.99751,                      1,                  0.995,                  0.995,                0.10826,                0.11028,                0.57075,              0.0011605,              0.0011605,              0.0011605
                    214,                0.20883,                0.16232,                0.88931,                0.99717,                      1,                  0.995,                  0.995,                0.12278,                0.11256,                0.58164,              0.0011565,              0.0011565,              0.0011565
                    215,                0.20008,                0.15596,                0.90017,                0.99748,                      1,                  0.995,                  0.995,                0.16698,                0.14029,                0.61695,              0.0011526,              0.0011526,              0.0011526
                    216,                 0.2133,                0.16303,                0.88295,                0.99757,                      1,                  0.995,                  0.995,                 0.1554,                 0.1292,                  0.603,              0.0011486,              0.0011486,              0.0011486
                    217,                0.20465,                 0.1613,                 0.8902,                0.99759,                      1,                  0.995,                  0.995,                0.16789,                0.16751,                0.61084,              0.0011446,              0.0011446,              0.0011446
                    218,                0.21903,                 0.1702,                0.89336,                0.99754,                      1,                  0.995,                  0.995,                0.13605,                0.11389,                0.58938,              0.0011407,              0.0011407,              0.0011407
                    219,                0.21582,                0.16927,                 0.8924,                0.99745,                      1,                  0.995,                  0.995,                0.14371,                0.14687,                0.59787,              0.0011367,              0.0011367,              0.0011367
                    220,                0.20874,                0.16057,                0.88677,                0.99757,                      1,                  0.995,                  0.995,                0.16595,                0.15079,                0.61616,              0.0011328,              0.0011328,              0.0011328
                    221,                0.21496,                0.16561,                0.89003,                0.99751,                      1,                  0.995,                  0.995,                0.15062,                0.18829,                0.59009,              0.0011288,              0.0011288,              0.0011288
                    222,                0.20966,                0.16609,                0.87704,                0.99286,                      1,                  0.995,                  0.995,                0.17899,                0.30013,                0.60468,              0.0011248,              0.0011248,              0.0011248
                    223,                0.20578,                0.16835,                0.89385,                0.99708,                      1,                  0.995,                  0.995,                0.13395,                0.19274,                0.57903,              0.0011209,              0.0011209,              0.0011209
                    224,                0.20951,                0.16665,                0.89181,                0.99753,                      1,                  0.995,                  0.995,                0.11503,                0.12044,                0.57972,              0.0011169,              0.0011169,              0.0011169
                    225,                0.22903,                0.17824,                0.89346,                0.99754,                      1,                  0.995,                  0.995,                0.10443,                 0.1024,                 0.5742,               0.001113,               0.001113,               0.001113
                    226,                0.21739,                0.16814,                0.89374,                0.99755,                      1,                  0.995,                  0.995,                0.13298,                 0.1221,                0.57681,               0.001109,               0.001109,               0.001109
                    227,                0.21543,                  0.166,                 0.8907,                0.99759,                      1,                  0.995,                  0.995,                0.11883,                0.11619,                0.57281,               0.001105,               0.001105,               0.001105
                    228,                0.21368,                0.16208,                0.88872,                 0.9976,                      1,                  0.995,                  0.995,                0.13923,                0.11292,                0.59106,              0.0011011,              0.0011011,              0.0011011
                    229,                0.21595,                0.16627,                0.88771,                 0.9976,                      1,                  0.995,                  0.995,                0.14433,                0.10313,                0.59335,              0.0010971,              0.0010971,              0.0010971
                    230,                0.20461,                0.15517,                 0.8962,                0.99756,                      1,                  0.995,                  0.995,                0.12018,                0.13454,                 0.6128,              0.0010932,              0.0010932,              0.0010932
                    231,                0.22687,                0.17902,                0.89572,                0.99758,                      1,                  0.995,                  0.995,                0.13208,                0.19959,                0.60629,              0.0010892,              0.0010892,              0.0010892
                    232,                0.20552,                0.16002,                0.88726,                 0.9976,                      1,                  0.995,                  0.995,                0.13473,                0.16447,                0.60078,              0.0010852,              0.0010852,              0.0010852
                    233,                0.20837,                0.16454,                 0.8893,                0.99761,                      1,                  0.995,                  0.995,                0.12167,                 0.1472,                0.57833,              0.0010813,              0.0010813,              0.0010813
                    234,                0.20862,                0.15904,                0.88858,                0.99757,                      1,                  0.995,                  0.995,                0.16597,                0.11403,                0.61286,              0.0010773,              0.0010773,              0.0010773
                    235,                0.21061,                0.16203,                0.89164,                0.99748,                      1,                  0.995,                  0.995,                0.14785,                0.13243,                 0.6028,              0.0010734,              0.0010734,              0.0010734
                    236,                0.22343,                0.16982,                0.89199,                 0.9975,                      1,                  0.995,                  0.995,                0.15901,                0.17402,                0.61089,              0.0010694,              0.0010694,              0.0010694
                    237,                0.21954,                0.16524,                0.90091,                0.99758,                      1,                  0.995,                  0.995,                0.14422,                0.15812,                0.59637,              0.0010654,              0.0010654,              0.0010654
                    238,                0.23535,                0.17562,                0.89236,                0.99666,                      1,                  0.995,                  0.995,                0.14138,                0.21035,                 0.6067,              0.0010615,              0.0010615,              0.0010615
                    239,                0.21565,                0.16389,                0.89546,                0.99716,                      1,                  0.995,                  0.995,                0.15684,                0.18977,                0.59586,              0.0010575,              0.0010575,              0.0010575
                    240,                  0.212,                0.16609,                0.89483,                0.99757,                      1,                  0.995,                  0.995,                0.12123,                 0.1088,                0.58081,              0.0010536,              0.0010536,              0.0010536
                    241,                0.21414,                0.16494,                0.89297,                0.99757,                      1,                  0.995,                  0.995,                0.10367,                0.09145,                0.56362,              0.0010496,              0.0010496,              0.0010496
                    242,                0.20621,                0.15814,                 0.8859,                0.99744,                      1,                  0.995,                  0.995,                0.12254,                0.12703,                0.58333,              0.0010456,              0.0010456,              0.0010456
                    243,                 0.2036,                0.15876,                0.88722,                0.99758,                      1,                  0.995,                  0.995,                0.12233,                0.12296,                0.58288,              0.0010417,              0.0010417,              0.0010417
                    244,                0.21212,                0.16135,                 0.8939,                0.99746,                      1,                  0.995,                  0.995,                 0.1093,                0.11365,                0.58399,              0.0010377,              0.0010377,              0.0010377
                    245,                 0.2158,                0.16739,                0.88725,                0.99729,                      1,                  0.995,                  0.995,                0.10346,                0.12704,                0.57566,              0.0010338,              0.0010338,              0.0010338
                    246,                0.20256,                0.15533,                0.88402,                0.99732,                      1,                  0.995,                  0.995,                 0.1268,                0.15089,                0.58283,              0.0010298,              0.0010298,              0.0010298
                    247,                0.22158,                0.17233,                 0.8965,                0.99753,                      1,                  0.995,                  0.995,                0.12314,                0.15067,                0.57842,              0.0010258,              0.0010258,              0.0010258
                    248,                0.22004,                0.16264,                0.89335,                0.99756,                      1,                  0.995,                  0.995,                0.10897,                 0.0862,                0.55543,              0.0010219,              0.0010219,              0.0010219
                    249,                0.20234,                0.15718,                0.88991,                0.99759,                      1,                  0.995,                  0.995,                0.09577,                0.08591,                0.54956,              0.0010179,              0.0010179,              0.0010179
                    250,                0.19806,                0.15469,                0.88575,                0.99762,                      1,                  0.995,                  0.995,                0.13286,                0.11893,                0.59446,               0.001014,               0.001014,               0.001014
                    251,                0.19631,                0.15359,                0.88728,                0.99759,                      1,                  0.995,                  0.995,                0.12686,                0.13864,                0.57509,                0.00101,                0.00101,                0.00101
                    252,                0.20249,                0.15303,                0.89379,                0.99728,                      1,                  0.995,                  0.995,                0.10388,                0.14695,                0.55862,               0.001006,               0.001006,               0.001006
                    253,                0.19918,                0.15177,                0.88704,                0.99738,                      1,                  0.995,                  0.995,                  0.115,                0.16905,                0.57013,              0.0010021,              0.0010021,              0.0010021
                    254,                0.20157,                0.15679,                 0.8825,                0.99757,                      1,                  0.995,                  0.995,                0.11023,                0.15101,                0.57045,             0.00099812,             0.00099812,             0.00099812
                    255,                0.20047,                0.15411,                0.89405,                0.99747,                      1,                  0.995,                  0.995,                0.14472,                0.19237,                0.60113,             0.00099416,             0.00099416,             0.00099416
                    256,                0.20879,                0.15866,                0.89146,                0.99753,                      1,                  0.995,                  0.995,                0.12806,                0.14664,                0.58751,              0.0009902,              0.0009902,              0.0009902
                    257,                0.21029,                0.16106,                0.88471,                0.99747,                      1,                  0.995,                  0.995,                0.10675,                0.13946,                0.56972,             0.00098624,             0.00098624,             0.00098624
                    258,                0.21583,                0.16079,                0.89345,                0.99747,                      1,                  0.995,                  0.995,                0.15814,                0.15547,                0.60216,             0.00098228,             0.00098228,             0.00098228
                    259,                0.20447,                0.15608,                0.89517,                0.99753,                      1,                  0.995,                  0.995,                0.13397,                0.11705,                0.58969,             0.00097832,             0.00097832,             0.00097832
                    260,                0.19273,                0.15298,                0.89268,                0.99741,                      1,                  0.995,                  0.995,                0.10732,                 0.1179,                0.56915,             0.00097436,             0.00097436,             0.00097436
                    261,                0.20001,                0.16275,                0.88717,                0.99694,                      1,                  0.995,                  0.995,                0.11263,                0.16682,                0.56254,              0.0009704,              0.0009704,              0.0009704
                    262,                0.19559,                0.15191,                0.88438,                0.99756,                      1,                  0.995,                  0.995,                0.10779,                0.10553,                0.56563,             0.00096644,             0.00096644,             0.00096644
                    263,                0.21846,                0.16072,                0.88589,                0.99753,                      1,                  0.995,                  0.995,                0.10294,                0.09948,                0.56241,             0.00096248,             0.00096248,             0.00096248
                    264,                0.20417,                 0.1583,                0.88287,                0.99741,                      1,                  0.995,                  0.995,                0.09961,                0.11555,                0.55585,             0.00095852,             0.00095852,             0.00095852
                    265,                0.19349,                0.15262,                0.88823,                0.99741,                      1,                  0.995,                  0.995,                0.12475,                0.20707,                0.56757,             0.00095456,             0.00095456,             0.00095456
                    266,                0.20397,                0.15576,                 0.8903,                0.99743,                      1,                  0.995,                  0.995,                0.13143,                 0.1308,                0.57919,              0.0009506,              0.0009506,              0.0009506
                    267,                0.18633,                0.14422,                0.88411,                0.99722,                      1,                  0.995,                  0.995,                0.11074,                0.12305,                0.55772,             0.00094664,             0.00094664,             0.00094664
                    268,                 0.2046,                0.16627,                0.88553,                0.99733,                      1,                  0.995,                  0.995,                0.15778,                0.15054,                0.61051,             0.00094268,             0.00094268,             0.00094268
                    269,                0.18824,                0.15108,                0.88501,                0.99735,                      1,                  0.995,                  0.995,                0.16984,                0.18517,                0.62975,             0.00093872,             0.00093872,             0.00093872
                    270,                 0.2129,                0.16043,                0.88441,                0.99738,                      1,                  0.995,                  0.995,                0.15374,                 0.1636,                0.60068,             0.00093476,             0.00093476,             0.00093476
                    271,                0.20011,                 0.1558,                 0.8889,                0.99751,                      1,                  0.995,                  0.995,                0.13553,                0.13912,                0.58825,              0.0009308,              0.0009308,              0.0009308
                    272,                0.20366,                0.15199,                0.88051,                0.99754,                      1,                  0.995,                  0.995,                0.12091,                0.13656,                0.57707,             0.00092684,             0.00092684,             0.00092684
                    273,                0.20803,                0.15741,                0.89882,                0.99759,                      1,                  0.995,                  0.995,                0.11997,                0.11164,                0.57165,             0.00092288,             0.00092288,             0.00092288
                    274,                 0.2028,                0.15971,                0.88656,                0.99754,                      1,                  0.995,                  0.995,                0.14267,                0.13175,                0.59449,             0.00091892,             0.00091892,             0.00091892
                    275,                0.19588,                0.16027,                0.88636,                 0.9975,                      1,                  0.995,                  0.995,                0.12013,                0.10867,                0.57861,             0.00091496,             0.00091496,             0.00091496
                    276,                0.19618,                0.15513,                0.88248,                0.99741,                      1,                  0.995,                  0.995,                0.11433,                0.11009,                0.56339,               0.000911,               0.000911,               0.000911
                    277,                0.21096,                0.16259,                0.90121,                0.99618,                      1,                  0.995,                  0.995,                0.12839,                0.22512,                0.57215,             0.00090704,             0.00090704,             0.00090704
                    278,                0.19558,                0.15007,                0.88213,                0.99758,                      1,                  0.995,                  0.995,                0.13495,                0.12808,                0.58336,             0.00090308,             0.00090308,             0.00090308
                    279,                 0.1959,                0.15176,                0.88029,                0.99752,                      1,                  0.995,                  0.995,                0.12394,                0.25243,                0.57211,             0.00089912,             0.00089912,             0.00089912
                    280,                0.19426,                0.14922,                0.88546,                0.99749,                      1,                  0.995,                  0.995,                0.12146,                0.17387,                0.58031,             0.00089516,             0.00089516,             0.00089516
                    281,                0.19573,                0.15051,                0.88453,                 0.9975,                      1,                  0.995,                  0.995,                0.12023,                0.17058,                0.57617,              0.0008912,              0.0008912,              0.0008912
                    282,                0.19819,                0.15006,                0.88348,                0.99746,                      1,                  0.995,                  0.995,                0.12852,                0.14514,                0.57872,             0.00088724,             0.00088724,             0.00088724
                    283,                0.18769,                 0.1414,                0.88458,                0.99752,                      1,                  0.995,                  0.995,                0.11662,                0.11685,                0.56844,             0.00088328,             0.00088328,             0.00088328
                    284,                0.20511,                0.16267,                0.89053,                0.99749,                      1,                  0.995,                  0.995,                0.08341,                 0.0868,                0.54539,             0.00087932,             0.00087932,             0.00087932
                    285,                0.20697,                0.16206,                0.89206,                0.99733,                      1,                  0.995,                  0.995,                0.10136,                0.10658,                 0.5482,             0.00087536,             0.00087536,             0.00087536
                    286,                0.19296,                0.14778,                 0.8865,                0.99741,                      1,                  0.995,                  0.995,                0.14558,                0.15138,                0.58582,              0.0008714,              0.0008714,              0.0008714
                    287,                0.19895,                0.15112,                0.88003,                0.99721,                      1,                  0.995,                  0.995,                0.12229,                 0.1488,                0.57163,             0.00086744,             0.00086744,             0.00086744
                    288,                0.20946,                0.15791,                0.88544,                0.99737,                      1,                  0.995,                  0.995,                0.11167,                0.11219,                0.57303,             0.00086348,             0.00086348,             0.00086348
                    289,                0.19439,                0.15661,                0.88204,                0.99746,                      1,                  0.995,                  0.995,                0.13173,                 0.1428,                0.58548,             0.00085952,             0.00085952,             0.00085952
                    290,                0.19772,                0.14734,                0.88131,                0.99759,                      1,                  0.995,                  0.995,                0.17011,                0.14025,                0.60071,             0.00085556,             0.00085556,             0.00085556
                    291,                0.19793,                0.15189,                0.88994,                0.99757,                      1,                  0.995,                  0.995,                0.13226,                0.11469,                0.57302,              0.0008516,              0.0008516,              0.0008516
                    292,                0.21038,                0.15959,                0.89136,                0.99762,                      1,                  0.995,                  0.995,                0.13974,                0.13852,                0.59583,             0.00084764,             0.00084764,             0.00084764
                    293,                0.20249,                0.15057,                0.89173,                 0.9976,                      1,                  0.995,                  0.995,                0.15295,                0.15319,                0.59422,             0.00084368,             0.00084368,             0.00084368
                    294,                0.19447,                0.14756,                0.88887,                0.99761,                      1,                  0.995,                  0.995,                0.15665,                0.17758,                0.60063,             0.00083972,             0.00083972,             0.00083972
                    295,                0.18832,                0.14432,                0.88541,                0.99762,                      1,                  0.995,                  0.995,                0.14823,                0.17288,                0.59466,             0.00083576,             0.00083576,             0.00083576
                    296,                0.19048,                0.14383,                0.88047,                 0.9976,                      1,                  0.995,                  0.995,                0.13528,                0.15698,                0.58387,              0.0008318,              0.0008318,              0.0008318
                    297,                0.18567,                 0.1415,                0.87918,                0.99758,                      1,                  0.995,                  0.995,                0.12447,                0.13538,                0.57535,             0.00082784,             0.00082784,             0.00082784
                    298,                0.20299,                0.15839,                0.89304,                 0.9975,                      1,                  0.995,                  0.995,                0.16861,                0.17688,                0.60779,             0.00082388,             0.00082388,             0.00082388
                    299,                0.19236,                0.14382,                0.89708,                0.99751,                      1,                  0.995,                  0.995,                 0.1149,                0.12771,                0.57524,             0.00081992,             0.00081992,             0.00081992
                    300,                0.19294,                0.15118,                0.88266,                 0.9975,                      1,                  0.995,                  0.995,                 0.1186,                0.11537,                0.57243,             0.00081596,             0.00081596,             0.00081596
                    301,                 0.2056,                 0.1492,                0.88222,                0.99748,                      1,                  0.995,                  0.995,                0.14447,                 0.1661,                0.59986,               0.000812,               0.000812,               0.000812
                    302,                0.18813,                0.13911,                0.89525,                0.99756,                      1,                  0.995,                  0.995,                0.11814,                0.12587,                0.57083,             0.00080804,             0.00080804,             0.00080804
                    303,                0.21104,                0.15261,                 0.8857,                0.99752,                      1,                  0.995,                  0.995,                0.11975,                0.11996,                0.57517,             0.00080408,             0.00080408,             0.00080408
                    304,                0.19746,                0.14453,                 0.8762,                0.99752,                      1,                  0.995,                  0.995,                  0.123,                0.12134,                 0.5722,             0.00080012,             0.00080012,             0.00080012
                    305,                0.19352,                0.14799,                0.88874,                0.99751,                      1,                  0.995,                  0.995,                 0.1362,                0.15211,                0.57851,             0.00079616,             0.00079616,             0.00079616
                    306,                0.19568,                0.14825,                0.88555,                0.99753,                      1,                  0.995,                  0.995,                  0.135,                0.16005,                0.58442,              0.0007922,              0.0007922,              0.0007922
                    307,                 0.1925,                 0.1488,                0.88203,                0.99734,                      1,                  0.995,                  0.995,                0.12116,                 0.1787,                0.57629,             0.00078824,             0.00078824,             0.00078824
                    308,                0.18173,                0.14025,                0.88369,                0.99758,                      1,                  0.995,                  0.995,                0.13754,                0.15845,                0.58976,             0.00078428,             0.00078428,             0.00078428
                    309,                  0.189,                0.14169,                0.88245,                0.99761,                      1,                  0.995,                  0.995,                0.13846,                0.11521,                 0.5835,             0.00078032,             0.00078032,             0.00078032
                    310,                0.18919,                0.14865,                0.87994,                 0.9976,                      1,                  0.995,                  0.995,                0.10527,                0.09254,                0.56291,             0.00077636,             0.00077636,             0.00077636
                    311,                0.19491,                0.15124,                0.89095,                 0.9976,                      1,                  0.995,                  0.995,                0.12671,                0.11588,                0.57881,              0.0007724,              0.0007724,              0.0007724
                    312,                0.18411,                0.14145,                0.88238,                0.99759,                      1,                  0.995,                  0.995,                0.14385,                0.11818,                0.58478,             0.00076844,             0.00076844,             0.00076844
                    313,                0.20061,                0.15511,                0.88905,                0.99761,                      1,                  0.995,                  0.995,                0.14053,                0.10389,                0.58473,             0.00076448,             0.00076448,             0.00076448
                    314,                0.19278,                 0.1475,                 0.8965,                0.99758,                      1,                  0.995,                  0.995,                0.14194,                0.12999,                0.58509,             0.00076052,             0.00076052,             0.00076052
                    315,                0.19092,                0.14701,                0.89349,                0.99757,                      1,                  0.995,                  0.995,                0.13804,                0.13219,                0.58437,             0.00075656,             0.00075656,             0.00075656
                    316,                0.20832,                0.15664,                0.88491,                0.99757,                      1,                  0.995,                  0.995,                0.12693,                0.12305,                0.57067,              0.0007526,              0.0007526,              0.0007526
                    317,                0.20331,                0.16172,                0.89317,                0.99747,                      1,                  0.995,                  0.995,                0.08919,                0.08139,                0.54003,             0.00074864,             0.00074864,             0.00074864
                    318,                0.20467,                0.15711,                0.89185,                0.99746,                      1,                  0.995,                  0.995,                 0.1139,                0.09213,                0.55128,             0.00074468,             0.00074468,             0.00074468
                    319,                0.18899,                0.14295,                0.88259,                0.99749,                      1,                  0.995,                  0.995,                0.12304,                0.11125,                0.56863,             0.00074072,             0.00074072,             0.00074072
                    320,                 0.1954,                0.15208,                0.88452,                 0.9975,                      1,                  0.995,                  0.995,                0.13216,                0.10745,                0.57941,             0.00073676,             0.00073676,             0.00073676
                    321,                0.20875,                0.15763,                0.88071,                0.99755,                      1,                  0.995,                  0.995,                0.11915,                0.10016,                0.57574,              0.0007328,              0.0007328,              0.0007328
                    322,                0.18845,                0.14118,                0.88599,                0.99747,                      1,                  0.995,                  0.995,                 0.1194,                0.10961,                0.56253,             0.00072884,             0.00072884,             0.00072884
                    323,                0.19095,                0.14684,                0.88944,                0.99752,                      1,                  0.995,                  0.995,                0.12047,                0.11348,                0.57506,             0.00072488,             0.00072488,             0.00072488
                    324,                 0.1763,                0.13462,                0.88785,                0.99747,                      1,                  0.995,                  0.995,                0.14502,                0.13927,                0.58521,             0.00072092,             0.00072092,             0.00072092
                    325,                0.19791,                0.14631,                0.89214,                0.99747,                      1,                  0.995,                  0.995,                0.12377,                0.14925,                0.56616,             0.00071696,             0.00071696,             0.00071696
