                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    326,                0.19683,                0.14896,                0.89215,                0.99755,                      1,                  0.995,                  0.995,                0.12402,                0.15005,                0.57369,               0.000713,               0.000713,               0.000713
                    327,                 0.1974,                0.14261,                0.89049,                0.99757,                      1,                  0.995,                  0.995,                0.11888,                0.10846,                0.56807,             0.00070904,             0.00070904,             0.00070904
                    328,                0.18114,                0.13673,                0.88933,                0.99742,                      1,                  0.995,                  0.995,                0.11674,                0.15981,                0.56179,             0.00070508,             0.00070508,             0.00070508
                    329,                0.18917,                0.14164,                 0.8922,                0.99706,                      1,                  0.995,                  0.995,                0.11169,                 0.3123,                0.56099,             0.00070112,             0.00070112,             0.00070112
                    330,                0.20308,                0.15304,                0.88904,                0.99736,                      1,                  0.995,                  0.995,                0.13988,                0.19946,                0.58385,             0.00069716,             0.00069716,             0.00069716
                    331,                0.17674,                0.13511,                0.87724,                0.99749,                      1,                  0.995,                  0.995,                0.13343,                0.13486,                0.58356,              0.0006932,              0.0006932,              0.0006932
                    332,                0.19604,                0.14322,                0.89105,                 0.9976,                      1,                  0.995,                  0.995,                0.13163,                0.12196,                0.58512,             0.00068924,             0.00068924,             0.00068924
                    333,                0.17289,                0.13414,                0.87609,                0.99755,                      1,                  0.995,                  0.995,                0.12562,                 0.1262,                0.58059,             0.00068528,             0.00068528,             0.00068528
                    334,                0.18553,                0.13609,                0.88614,                0.99744,                      1,                  0.995,                  0.995,                0.12573,                 0.1364,                0.57038,             0.00068132,             0.00068132,             0.00068132
                    335,                0.19774,                0.14166,                 0.8855,                0.99753,                      1,                  0.995,                  0.995,                0.12488,                0.13824,                0.56886,             0.00067736,             0.00067736,             0.00067736
                    336,                0.17094,                0.13211,                0.88022,                0.99744,                      1,                  0.995,                  0.995,                 0.1388,                 0.1399,                0.58393,              0.0006734,              0.0006734,              0.0006734
                    337,                0.18185,                 0.1372,                0.88378,                0.99755,                      1,                  0.995,                  0.995,                0.12395,                0.14148,                0.56634,             0.00066944,             0.00066944,             0.00066944
                    338,                0.19529,                0.14447,                0.88888,                 0.9976,                      1,                  0.995,                  0.995,                0.11321,                0.12626,                 0.5595,             0.00066548,             0.00066548,             0.00066548
                    339,                0.18998,                0.14037,                0.89373,                0.99757,                      1,                  0.995,                  0.995,                0.10987,                0.12413,                0.56041,             0.00066152,             0.00066152,             0.00066152
                    340,                 0.1826,                0.13844,                0.88389,                0.99758,                      1,                  0.995,                  0.995,                0.13379,                0.12889,                0.58913,             0.00065756,             0.00065756,             0.00065756
                    341,                0.17652,                 0.1291,                0.88357,                0.99757,                      1,                  0.995,                  0.995,                0.13134,                0.12686,                0.58566,              0.0006536,              0.0006536,              0.0006536
                    342,                 0.1764,                0.13123,                0.88298,                 0.9976,                      1,                  0.995,                  0.995,                0.12178,                0.14054,                0.57397,             0.00064964,             0.00064964,             0.00064964
                    343,                  0.168,                0.12773,                 0.8717,                0.99762,                      1,                  0.995,                  0.995,                0.11723,                0.14441,                0.57263,             0.00064568,             0.00064568,             0.00064568
                    344,                0.18138,                 0.1425,                0.89372,                0.99755,                      1,                  0.995,                  0.995,                0.11027,                0.09522,                0.56339,             0.00064172,             0.00064172,             0.00064172
                    345,                0.18531,                0.13922,                0.88019,                0.99738,                      1,                  0.995,                  0.995,                0.11761,                0.10561,                0.56829,             0.00063776,             0.00063776,             0.00063776
                    346,                 0.1869,                0.14155,                0.89104,                0.99715,                      1,                  0.995,                  0.995,                0.11671,                 0.1098,                0.57215,              0.0006338,              0.0006338,              0.0006338
                    347,                0.19441,                0.15144,                0.87994,                0.99747,                      1,                  0.995,                  0.995,                0.11627,                0.11802,                0.56856,             0.00062984,             0.00062984,             0.00062984
                    348,                0.18364,                0.13717,                 0.8734,                0.99753,                      1,                  0.995,                  0.995,                0.11918,                0.10615,                0.56785,             0.00062588,             0.00062588,             0.00062588
                    349,                0.17709,                0.13347,                0.88244,                0.99752,                      1,                  0.995,                  0.995,                0.10742,                 0.0967,                0.56274,             0.00062192,             0.00062192,             0.00062192
                    350,                0.17397,                0.12446,                0.88005,                0.99758,                      1,                  0.995,                  0.995,                0.09869,                 0.0863,                0.54946,             0.00061796,             0.00061796,             0.00061796
                    351,                0.18839,                  0.133,                0.89192,                0.99764,                      1,                  0.995,                  0.995,                0.09408,                0.08778,                0.53741,               0.000614,               0.000614,               0.000614
                    352,                0.17375,                0.12741,                0.87692,                0.99763,                      1,                  0.995,                  0.995,                0.09665,                0.09772,                0.53926,             0.00061004,             0.00061004,             0.00061004
                    353,                0.17715,                0.13443,                0.88471,                0.99762,                      1,                  0.995,                  0.995,                0.08745,                0.07549,                0.53893,             0.00060608,             0.00060608,             0.00060608
                    354,                0.16924,                0.12771,                0.88415,                0.99764,                      1,                  0.995,                  0.995,                0.09241,                0.08655,                0.53893,             0.00060212,             0.00060212,             0.00060212
                    355,                0.18763,                0.13864,                0.88396,                0.99765,                      1,                  0.995,                  0.995,                0.10481,                0.09222,                0.55305,             0.00059816,             0.00059816,             0.00059816
                    356,                0.19187,                0.14433,                0.87914,                0.99766,                      1,                  0.995,                  0.995,                0.11047,                0.10862,                0.56316,              0.0005942,              0.0005942,              0.0005942
                    357,                 0.1768,                0.13054,                0.89143,                0.99765,                      1,                  0.995,                  0.995,                0.10899,                0.10471,                0.56163,             0.00059024,             0.00059024,             0.00059024
                    358,                0.20627,                0.14767,                0.89018,                0.99611,                      1,                  0.995,                  0.995,                0.09886,                0.40923,                0.55572,             0.00058628,             0.00058628,             0.00058628
                    359,                0.18207,                0.13815,                0.88978,                0.99572,                      1,                  0.995,                  0.995,                0.11086,                0.55939,                0.56132,             0.00058232,             0.00058232,             0.00058232
                    360,                0.18656,                0.13957,                0.89048,                0.99743,                      1,                  0.995,                  0.995,                0.11055,                0.10709,                0.56338,             0.00057836,             0.00057836,             0.00057836
                    361,                0.19539,                 0.1418,                0.89443,                0.99764,                      1,                  0.995,                  0.995,                0.10186,                0.09937,                 0.5552,              0.0005744,              0.0005744,              0.0005744
                    362,                 0.1809,                0.13337,                0.88719,                 0.9976,                      1,                  0.995,                  0.995,                0.10123,                0.08638,                0.55356,             0.00057044,             0.00057044,             0.00057044
                    363,                0.18682,                0.14136,                0.88936,                 0.9976,                      1,                  0.995,                  0.995,                0.11852,                0.10636,                0.56423,             0.00056648,             0.00056648,             0.00056648
                    364,                0.17754,                 0.1355,                0.88968,                 0.9976,                      1,                  0.995,                  0.995,                0.11817,                0.10334,                0.56229,             0.00056252,             0.00056252,             0.00056252
                    365,                  0.182,                0.13241,                 0.8784,                0.99761,                      1,                  0.995,                  0.995,                0.11143,                0.10418,                0.56537,             0.00055856,             0.00055856,             0.00055856
                    366,                0.18734,                0.13791,                0.88734,                0.99757,                      1,                  0.995,                  0.995,                0.11586,                0.11637,                0.57247,              0.0005546,              0.0005546,              0.0005546
                    367,                0.17779,                 0.1328,                0.88608,                0.99752,                      1,                  0.995,                  0.995,                0.12173,                0.12003,                0.57619,             0.00055064,             0.00055064,             0.00055064
                    368,                0.19073,                0.14008,                0.88699,                0.99757,                      1,                  0.995,                  0.995,                0.13473,                0.16426,                0.59045,             0.00054668,             0.00054668,             0.00054668
                    369,                0.17169,                0.12808,                 0.8894,                 0.9976,                      1,                  0.995,                  0.995,                0.13061,                 0.1657,                0.58805,             0.00054272,             0.00054272,             0.00054272
                    370,                0.17302,                0.12559,                0.87582,                0.99764,                      1,                  0.995,                  0.995,                0.11217,                0.10101,                0.56659,             0.00053876,             0.00053876,             0.00053876
                    371,                  0.186,                0.13418,                0.88515,                0.99762,                      1,                  0.995,                  0.995,                0.12069,                0.10522,                0.56915,              0.0005348,              0.0005348,              0.0005348
                    372,                0.16926,                 0.1233,                0.87998,                0.99764,                      1,                  0.995,                  0.995,                0.11624,                0.10491,                0.56988,             0.00053084,             0.00053084,             0.00053084
                    373,                0.16933,                0.12792,                 0.8814,                0.99763,                      1,                  0.995,                  0.995,                 0.1217,                0.10249,                0.57238,             0.00052688,             0.00052688,             0.00052688
                    374,                0.17149,                0.12728,                0.87923,                0.99763,                      1,                  0.995,                  0.995,                0.11111,                0.09984,                0.56965,             0.00052292,             0.00052292,             0.00052292
                    375,                 0.1705,                0.12782,                0.88265,                0.99763,                      1,                  0.995,                  0.995,                0.12504,                0.11499,                0.57673,             0.00051896,             0.00051896,             0.00051896
                    376,                0.18928,                0.14009,                0.88107,                0.99765,                      1,                  0.995,                  0.995,                0.12251,                0.11524,                0.56838,               0.000515,               0.000515,               0.000515
                    377,                0.19353,                0.14037,                0.88351,                0.99762,                      1,                  0.995,                  0.995,                0.12121,                0.10741,                0.56224,             0.00051104,             0.00051104,             0.00051104
                    378,                 0.1749,                0.13524,                0.88455,                0.99765,                      1,                  0.995,                  0.995,                0.10576,                0.09088,                0.55811,             0.00050708,             0.00050708,             0.00050708
                    379,                0.17648,                0.13273,                0.88695,                      1,                      1,                  0.995,                  0.995,                0.10165,                0.09397,                0.56035,             0.00050312,             0.00050312,             0.00050312
                    380,                0.16541,                0.12635,                0.88181,                      1,                      1,                  0.995,                  0.995,                0.10543,                0.09686,                0.56376,             0.00049916,             0.00049916,             0.00049916
                    381,                 0.1833,                0.13219,                0.88887,                      1,                      1,                  0.995,                  0.995,                0.10133,                0.09996,                0.55833,              0.0004952,              0.0004952,              0.0004952
                    382,                0.17698,                0.13709,                0.89259,                0.99763,                      1,                  0.995,                  0.995,                0.09897,                0.11553,                0.55372,             0.00049124,             0.00049124,             0.00049124
                    383,                0.18235,                0.13156,                0.88665,                0.99764,                      1,                  0.995,                  0.995,                0.10165,                0.11576,                0.55329,             0.00048728,             0.00048728,             0.00048728
                    384,                0.18537,                0.13867,                0.87889,                 0.9976,                      1,                  0.995,                  0.995,                0.10773,                0.11163,                0.55928,             0.00048332,             0.00048332,             0.00048332
                    385,                0.18326,                0.13845,                0.88007,                0.99756,                      1,                  0.995,                  0.995,                0.10895,                0.11805,                0.55961,             0.00047936,             0.00047936,             0.00047936
                    386,                0.19696,                0.14953,                0.88777,                0.99757,                      1,                  0.995,                  0.995,                0.11079,                0.10046,                0.55915,              0.0004754,              0.0004754,              0.0004754
                    387,                0.17671,                0.13183,                0.87935,                0.99763,                      1,                  0.995,                  0.995,                0.10945,                0.09891,                0.56065,             0.00047144,             0.00047144,             0.00047144
                    388,                0.18805,                0.13305,                0.88627,                0.99761,                      1,                  0.995,                  0.995,                0.11674,                0.09688,                0.56792,             0.00046748,             0.00046748,             0.00046748
                    389,                0.17494,                0.12994,                0.87831,                0.99759,                      1,                  0.995,                  0.995,                0.11137,                0.09943,                0.56768,             0.00046352,             0.00046352,             0.00046352
                    390,                0.18562,                0.13492,                0.88648,                0.99761,                      1,                  0.995,                  0.995,                0.12023,                0.11011,                0.56363,             0.00045956,             0.00045956,             0.00045956
                    391,                0.16548,                0.12077,                0.88258,                0.99758,                      1,                  0.995,                  0.995,                0.10051,                0.09386,                0.55127,              0.0004556,              0.0004556,              0.0004556
                    392,                0.17204,                0.13204,                0.87938,                0.99762,                      1,                  0.995,                  0.995,                 0.0905,                0.09394,                0.54608,             0.00045164,             0.00045164,             0.00045164
                    393,                0.16633,                0.12806,                0.88363,                0.99727,                      1,                  0.995,                  0.995,                0.09457,                 0.1031,                0.54794,             0.00044768,             0.00044768,             0.00044768
                    394,                 0.1845,                0.13817,                0.87853,                0.99754,                      1,                  0.995,                  0.995,                 0.1025,                0.11411,                0.55569,             0.00044372,             0.00044372,             0.00044372
                    395,                0.17939,                0.13593,                0.87644,                0.99762,                      1,                  0.995,                  0.995,                0.10537,                0.10145,                0.55614,             0.00043976,             0.00043976,             0.00043976
                    396,                0.17813,                0.13172,                0.88797,                0.99759,                      1,                  0.995,                  0.995,                0.10029,                0.09083,                0.54813,              0.0004358,              0.0004358,              0.0004358
                    397,                0.17029,                0.13312,                0.88516,                0.99758,                      1,                  0.995,                  0.995,                0.09737,                0.09522,                0.54482,             0.00043184,             0.00043184,             0.00043184
                    398,                0.17892,                 0.1344,                0.88571,                0.99761,                      1,                  0.995,                  0.995,                0.11518,                0.11328,                0.55172,             0.00042788,             0.00042788,             0.00042788
                    399,                0.18682,                0.13283,                0.88222,                0.99763,                      1,                  0.995,                  0.995,                0.11714,                0.13303,                0.56226,             0.00042392,             0.00042392,             0.00042392
                    400,                0.16742,                0.12176,                0.87765,                0.99762,                      1,                  0.995,                  0.995,                0.11858,                0.12485,                0.56383,             0.00041996,             0.00041996,             0.00041996
                    401,                 0.1712,                0.12927,                0.87809,                 0.9976,                      1,                  0.995,                  0.995,                0.11244,                0.10486,                0.55684,               0.000416,               0.000416,               0.000416
                    402,                 0.1693,                 0.1273,                0.87082,                0.99762,                      1,                  0.995,                  0.995,                0.10992,                 0.0945,                0.55473,             0.00041204,             0.00041204,             0.00041204
                    403,                0.17213,                0.12686,                0.87698,                0.99762,                      1,                  0.995,                  0.995,                0.10636,                 0.0895,                0.55547,             0.00040808,             0.00040808,             0.00040808
                    404,                0.17653,                0.12677,                0.88151,                0.99763,                      1,                  0.995,                  0.995,                0.10244,                0.09033,                0.54982,             0.00040412,             0.00040412,             0.00040412
                    405,                0.17972,                0.13297,                0.87887,                0.99765,                      1,                  0.995,                  0.995,                0.11074,                0.09702,                0.55312,             0.00040016,             0.00040016,             0.00040016
                    406,                0.16429,                0.11796,                0.87958,                0.99764,                      1,                  0.995,                  0.995,                0.11207,                0.09748,                0.55556,              0.0003962,              0.0003962,              0.0003962
                    407,                0.16833,                0.12292,                0.87255,                0.99763,                      1,                  0.995,                  0.995,                0.10801,                0.09581,                0.55536,             0.00039224,             0.00039224,             0.00039224
                    408,                 0.1679,                0.12237,                0.87414,                0.99764,                      1,                  0.995,                  0.995,                0.10679,                0.09021,                 0.5527,             0.00038828,             0.00038828,             0.00038828
                    409,                0.16183,                0.12266,                0.88358,                0.99763,                      1,                  0.995,                  0.995,                 0.1038,                0.09088,                0.54858,             0.00038432,             0.00038432,             0.00038432
                    410,                0.16705,                0.12319,                0.87939,                0.99763,                      1,                  0.995,                  0.995,                0.10581,                0.09657,                0.55381,             0.00038036,             0.00038036,             0.00038036
                    411,                0.18069,                0.13355,                0.88421,                0.99763,                      1,                  0.995,                  0.995,                 0.1144,                0.10059,                0.55744,              0.0003764,              0.0003764,              0.0003764
                    412,                0.16886,                0.12304,                0.87825,                0.99764,                      1,                  0.995,                  0.995,                0.10718,                0.09724,                0.55155,             0.00037244,             0.00037244,             0.00037244
                    413,                0.17629,                 0.1314,                0.87369,                0.99764,                      1,                  0.995,                  0.995,                0.10414,                0.09131,                0.54601,             0.00036848,             0.00036848,             0.00036848
                    414,                0.17497,                0.12469,                0.88043,                0.99765,                      1,                  0.995,                  0.995,                0.09977,                0.12315,                0.54848,             0.00036452,             0.00036452,             0.00036452
                    415,                0.18144,                0.13164,                0.88223,                0.99764,                      1,                  0.995,                  0.995,                0.10234,                0.17798,                  0.556,             0.00036056,             0.00036056,             0.00036056
                    416,                0.16094,                0.11673,                0.88081,                0.99763,                      1,                  0.995,                  0.995,                0.09911,                0.17897,                0.55602,              0.0003566,              0.0003566,              0.0003566
                    417,                 0.1798,                0.13248,                0.87043,                0.99763,                      1,                  0.995,                  0.995,                 0.1034,                0.17071,                0.55231,             0.00035264,             0.00035264,             0.00035264
                    418,                0.17314,                0.12295,                0.88362,                      1,                      1,                  0.995,                  0.995,                0.12565,                0.20628,                 0.5793,             0.00034868,             0.00034868,             0.00034868
                    419,                0.16713,                0.12011,                0.88562,                0.99765,                      1,                  0.995,                  0.995,                 0.1091,                0.16805,                 0.5631,             0.00034472,             0.00034472,             0.00034472
                    420,                0.16804,                0.12045,                0.87532,                0.99765,                      1,                  0.995,                  0.995,                0.10238,                0.09485,                0.55344,             0.00034076,             0.00034076,             0.00034076
                    421,                0.17373,                0.12441,                0.88075,                0.99764,                      1,                  0.995,                  0.995,                0.10365,                0.09571,                0.55386,              0.0003368,              0.0003368,              0.0003368
                    422,                0.16996,                0.12606,                0.88244,                0.99767,                      1,                  0.995,                  0.995,                0.10588,                0.10169,                0.55852,             0.00033284,             0.00033284,             0.00033284
                    423,                0.16301,                0.12069,                0.88098,                0.99766,                      1,                  0.995,                  0.995,                0.10533,                0.09939,                0.55471,             0.00032888,             0.00032888,             0.00032888
                    424,                0.16761,                0.12574,                0.87125,                0.99767,                      1,                  0.995,                  0.995,                0.10962,                 0.0946,                0.55414,             0.00032492,             0.00032492,             0.00032492
                    425,                0.18006,                0.12986,                0.88121,                0.99764,                      1,                  0.995,                  0.995,                0.11268,                0.09293,                0.55517,             0.00032096,             0.00032096,             0.00032096
                    426,                0.17809,                0.13034,                0.89012,                0.99766,                      1,                  0.995,                  0.995,                0.09724,                0.07948,                0.54624,               0.000317,               0.000317,               0.000317
                    427,                0.18429,                0.13791,                0.89003,                0.99764,                      1,                  0.995,                  0.995,                 0.0849,                0.07543,                0.54108,             0.00031304,             0.00031304,             0.00031304
                    428,                0.16034,                0.11583,                0.87649,                0.99766,                      1,                  0.995,                  0.995,                  0.086,                0.08242,                0.53969,             0.00030908,             0.00030908,             0.00030908
                    429,                0.16133,                0.11547,                0.87293,                0.99765,                      1,                  0.995,                  0.995,                0.08787,                  0.088,                0.54219,             0.00030512,             0.00030512,             0.00030512
                    430,                0.17992,                0.12924,                0.87178,                0.99763,                      1,                  0.995,                  0.995,                0.09306,                0.08725,                0.54485,             0.00030116,             0.00030116,             0.00030116
                    431,                0.16586,                0.11998,                0.87009,                0.99764,                      1,                  0.995,                  0.995,                0.08914,                0.08198,                0.54232,              0.0002972,              0.0002972,              0.0002972
                    432,                0.16242,                0.11711,                0.88214,                0.99764,                      1,                  0.995,                  0.995,                0.09595,                0.09083,                0.54835,             0.00029324,             0.00029324,             0.00029324
                    433,                0.15561,                0.11317,                0.88143,                0.99764,                      1,                  0.995,                  0.995,                0.10185,                0.10065,                0.55701,             0.00028928,             0.00028928,             0.00028928
                    434,                  0.175,                0.12467,                0.88387,                0.99763,                      1,                  0.995,                  0.995,                0.10697,                0.09679,                0.55907,             0.00028532,             0.00028532,             0.00028532
                    435,                0.17342,                0.12526,                0.87998,                0.99765,                      1,                  0.995,                  0.995,                0.09812,                0.09489,                0.55605,             0.00028136,             0.00028136,             0.00028136
                    436,                 0.1464,                0.10768,                0.87654,                0.99763,                      1,                  0.995,                  0.995,                 0.1013,                0.09824,                0.55634,              0.0002774,              0.0002774,              0.0002774
                    437,                0.17154,                0.12642,                0.88356,                0.99763,                      1,                  0.995,                  0.995,                 0.1021,                 0.0981,                0.55583,             0.00027344,             0.00027344,             0.00027344
                    438,                0.16471,                0.11706,                 0.8814,                0.99765,                      1,                  0.995,                  0.995,                0.10158,                0.10211,                 0.5551,             0.00026948,             0.00026948,             0.00026948
                    439,                0.17582,                 0.1286,                0.88198,                0.99766,                      1,                  0.995,                  0.995,                0.10309,                0.10927,                 0.5581,             0.00026552,             0.00026552,             0.00026552
                    440,                0.17059,                0.12458,                0.88596,                0.99766,                      1,                  0.995,                  0.995,                0.09839,                0.09491,                0.55462,             0.00026156,             0.00026156,             0.00026156
                    441,                0.17473,                0.12284,                0.88783,                0.99763,                      1,                  0.995,                  0.995,                0.09643,                0.09357,                0.55278,              0.0002576,              0.0002576,              0.0002576
                    442,                0.16838,                0.11783,                0.88177,                0.99766,                      1,                  0.995,                  0.995,                0.09748,                0.10241,                0.55063,             0.00025364,             0.00025364,             0.00025364
                    443,                0.17002,                0.11779,                0.88238,                0.99767,                      1,                  0.995,                  0.995,                0.09987,                0.09606,                0.54786,             0.00024968,             0.00024968,             0.00024968
                    444,                0.17036,                0.12284,                0.87615,                0.99767,                      1,                  0.995,                  0.995,                0.09407,                0.08551,                 0.5415,             0.00024572,             0.00024572,             0.00024572
                    445,                0.16035,                0.11611,                0.87648,                0.99765,                      1,                  0.995,                  0.995,                0.09267,                0.08389,                0.54267,             0.00024176,             0.00024176,             0.00024176
                    446,                0.15853,                 0.1152,                0.88423,                0.99768,                      1,                  0.995,                  0.995,                0.10069,                0.11044,                 0.5499,              0.0002378,              0.0002378,              0.0002378
                    447,                0.15379,                0.11032,                0.88151,                0.99768,                      1,                  0.995,                  0.995,                0.09863,                0.08941,                0.54793,             0.00023384,             0.00023384,             0.00023384
                    448,                0.16427,                0.12231,                0.88821,                0.99763,                      1,                  0.995,                  0.995,                0.09906,                0.09145,                0.54624,             0.00022988,             0.00022988,             0.00022988
                    449,                0.15701,                0.11675,                0.87511,                0.99767,                      1,                  0.995,                  0.995,                0.10066,                0.08733,                0.54553,             0.00022592,             0.00022592,             0.00022592
                    450,                0.16037,                0.12131,                0.88025,                0.99763,                      1,                  0.995,                  0.995,                0.09802,                 0.0784,                0.54193,             0.00022196,             0.00022196,             0.00022196
                    451,                0.16243,                0.11595,                0.88904,                0.99768,                      1,                  0.995,                  0.995,                0.09582,                0.08126,                0.54448,               0.000218,               0.000218,               0.000218
                    452,                0.16422,                0.12087,                0.87322,                0.99767,                      1,                  0.995,                  0.995,                0.09692,                 0.0901,                0.54739,             0.00021404,             0.00021404,             0.00021404
                    453,                0.16335,                 0.1177,                0.87383,                0.99767,                      1,                  0.995,                  0.995,                0.09523,                 0.0902,                0.54669,             0.00021008,             0.00021008,             0.00021008
                    454,                0.17156,                0.12189,                0.88091,                0.99765,                      1,                  0.995,                  0.995,                0.09641,                0.08604,                0.54501,             0.00020612,             0.00020612,             0.00020612
                    455,                0.16125,                0.12099,                0.87772,                0.99765,                      1,                  0.995,                  0.995,                 0.0982,                0.08806,                0.54727,             0.00020216,             0.00020216,             0.00020216
                    456,                0.16294,                0.11311,                0.88205,                0.99767,                      1,                  0.995,                  0.995,                0.10399,                0.09892,                0.55205,              0.0001982,              0.0001982,              0.0001982
                    457,                0.17777,                0.12462,                0.87662,                0.99764,                      1,                  0.995,                  0.995,                0.10855,                0.09866,                0.55337,             0.00019424,             0.00019424,             0.00019424
                    458,                0.16445,                0.11556,                0.87727,                0.99764,                      1,                  0.995,                  0.995,                0.10292,                0.09505,                0.55073,             0.00019028,             0.00019028,             0.00019028
                    459,                0.15249,                0.10931,                0.86979,                0.99766,                      1,                  0.995,                  0.995,                 0.0977,                0.09998,                0.55075,             0.00018632,             0.00018632,             0.00018632
                    460,                0.16033,                0.11365,                0.88578,                0.99765,                      1,                  0.995,                  0.995,                0.09824,                0.11565,                0.55438,             0.00018236,             0.00018236,             0.00018236
                    461,                0.15654,                 0.1128,                0.87933,                0.99767,                      1,                  0.995,                  0.995,                0.09941,                0.10084,                0.55426,              0.0001784,              0.0001784,              0.0001784
                    462,                0.15103,                0.10893,                0.87449,                0.99765,                      1,                  0.995,                  0.995,                0.09885,                0.10183,                0.55276,             0.00017444,             0.00017444,             0.00017444
                    463,                0.17543,                0.12333,                 0.8854,                0.99765,                      1,                  0.995,                  0.995,                0.09755,                0.11463,                0.55232,             0.00017048,             0.00017048,             0.00017048
                    464,                0.17023,                0.12205,                0.88252,                0.99763,                      1,                  0.995,                  0.995,                0.10068,                0.10317,                0.55426,             0.00016652,             0.00016652,             0.00016652
                    465,                 0.1611,                0.11485,                 0.8775,                0.99768,                      1,                  0.995,                  0.995,                 0.1007,                0.12252,                0.55393,             0.00016256,             0.00016256,             0.00016256
                    466,                0.16572,                0.11855,                0.87973,                0.99765,                      1,                  0.995,                  0.995,                0.09679,                 0.1111,                0.54892,              0.0001586,              0.0001586,              0.0001586
                    467,                0.15867,                0.11682,                0.88035,                0.99765,                      1,                  0.995,                  0.995,                0.09882,                0.10752,                0.54856,             0.00015464,             0.00015464,             0.00015464
                    468,                0.18137,                0.12704,                0.88443,                0.99767,                      1,                  0.995,                  0.995,                0.09782,                0.10863,                0.55097,             0.00015068,             0.00015068,             0.00015068
                    469,                0.15725,                0.11488,                0.87666,                0.99765,                      1,                  0.995,                  0.995,                  0.099,                0.10024,                0.55412,             0.00014672,             0.00014672,             0.00014672
                    470,                0.15864,                0.12029,                0.87435,                0.99767,                      1,                  0.995,                  0.995,                0.09766,                0.09666,                0.55495,             0.00014276,             0.00014276,             0.00014276
                    471,                0.16749,                0.12153,                 0.8825,                0.99765,                      1,                  0.995,                  0.995,                0.09991,                0.10037,                0.55364,              0.0001388,              0.0001388,              0.0001388
                    472,                0.16187,                 0.1209,                0.88236,                0.99764,                      1,                  0.995,                  0.995,                0.10041,                0.10977,                0.55302,             0.00013484,             0.00013484,             0.00013484
                    473,                0.16061,                0.11433,                0.88272,                0.99764,                      1,                  0.995,                  0.995,                0.10027,                0.11328,                0.55253,             0.00013088,             0.00013088,             0.00013088
                    474,                0.15261,                0.11106,                0.87893,                0.99767,                      1,                  0.995,                  0.995,                0.10249,                0.10518,                0.55196,             0.00012692,             0.00012692,             0.00012692
                    475,                0.15852,                0.11365,                0.87524,                0.99767,                      1,                  0.995,                  0.995,                 0.0989,                0.12652,                0.55256,             0.00012296,             0.00012296,             0.00012296
                    476,                0.15921,                0.11216,                0.87723,                0.99765,                      1,                  0.995,                  0.995,                0.09963,                0.12706,                0.55409,               0.000119,               0.000119,               0.000119
                    477,                0.14715,                0.10853,                0.87171,                0.99767,                      1,                  0.995,                  0.995,                0.10154,                0.11704,                0.55415,             0.00011504,             0.00011504,             0.00011504
                    478,                0.16478,                0.11672,                0.87912,                0.99765,                      1,                  0.995,                  0.995,                 0.1027,                0.10879,                0.55472,             0.00011108,             0.00011108,             0.00011108
                    479,                0.16656,                0.11624,                0.88284,                0.99763,                      1,                  0.995,                  0.995,                0.09818,                0.12359,                0.55163,             0.00010712,             0.00010712,             0.00010712
                    480,                0.15989,                0.11558,                0.88096,                0.99765,                      1,                  0.995,                  0.995,                0.09545,                0.09547,                0.55141,             0.00010316,             0.00010316,             0.00010316
                    481,                 0.1627,                0.11904,                0.87413,                0.99768,                      1,                  0.995,                  0.995,                0.09709,                 0.0987,                0.55297,               9.92e-05,               9.92e-05,               9.92e-05
                    482,                0.15481,                0.11206,                0.87261,                0.99768,                      1,                  0.995,                  0.995,                0.09674,                0.11071,                0.55489,              9.524e-05,              9.524e-05,              9.524e-05
                    483,                0.14727,                0.10294,                0.87557,                0.99765,                      1,                  0.995,                  0.995,                0.09748,                0.11676,                0.55566,              9.128e-05,              9.128e-05,              9.128e-05
                    484,                0.15587,                0.11153,                0.87296,                0.99763,                      1,                  0.995,                  0.995,                0.09619,                0.10614,                0.55281,              8.732e-05,              8.732e-05,              8.732e-05
                    485,                 0.1687,                0.11838,                0.88062,                0.99768,                      1,                  0.995,                  0.995,                0.09507,                0.09616,                0.54952,              8.336e-05,              8.336e-05,              8.336e-05
                    486,                0.14736,                0.10613,                0.87305,                0.99765,                      1,                  0.995,                  0.995,                0.09394,                0.09074,                0.54815,               7.94e-05,               7.94e-05,               7.94e-05
                    487,                 0.1588,                0.10927,                0.88281,                      1,                      1,                  0.995,                  0.995,                0.09555,                0.09036,                0.54876,              7.544e-05,              7.544e-05,              7.544e-05
                    488,                0.15263,                0.11166,                0.86841,                      1,                      1,                  0.995,                  0.995,                0.09462,                0.09173,                0.54852,              7.148e-05,              7.148e-05,              7.148e-05
                    489,                0.16594,                0.11348,                0.88918,                      1,                      1,                  0.995,                  0.995,                0.09284,                0.09078,                0.54835,              6.752e-05,              6.752e-05,              6.752e-05
                    490,                0.15402,                0.10696,                0.88093,                      1,                      1,                  0.995,                  0.995,                0.09098,                0.08857,                0.54528,              6.356e-05,              6.356e-05,              6.356e-05
